ride_id,started_at,ended_at,ride_length_minutes,start_station_name,end_station_name,user_type,neighborhood,zip_code,month,weekday
RID101006,2023-03-15 06:02:05.305061013,2023-03-15 06:34:05.305061013,32,Station D,Station D,member,Lincoln Park,60601,March,Wednesday
RID101007,2023-03-15 07:46:56.483296660,2023-03-15 08:32:56.483296660,46,Station C,Station D,casual,Lincoln Park,60615,March,Wednesday
RID101008,2023-03-15 09:31:47.661532307,2023-03-15 09:57:47.661532307,26,Station B,Station D,casual,Hyde Park,60615,March,Wednesday
RID101009,2023-03-15 11:16:38.839767954,2023-03-15 11:41:38.839767954,25,Station C,Station C,member,Wicker Park,60601,March,Wednesday
RID101010,2023-03-15 13:01:30.018003601,2023-03-15 13:11:30.018003601,10,Station D,Station D,member,Lincoln Park,60614,March,Wednesday
RID101011,2023-03-15 14:46:21.196239248,2023-03-15 14:51:21.196239248,5,Station D,Station A,casual,Wicker Park,60601,March,Wednesday
RID101012,2023-03-15 16:31:12.374474895,2023-03-15 16:40:12.374474895,9,Station A,Station C,casual,Lincoln Park,60615,March,Wednesday
RID101013,2023-03-15 18:16:03.552710543,2023-03-15 19:01:03.552710543,45,Station C,Station D,member,Hyde Park,60601,March,Wednesday
RID101014,2023-03-15 20:00:54.730946190,2023-03-15 20:16:54.730946190,16,Station C,Station A,casual,Wicker Park,60615,March,Wednesday
RID101015,2023-03-15 21:45:45.909181837,2023-03-15 22:15:45.909181837,30,Station B,Station D,casual,Lincoln Park,60601,March,Wednesday
RID101016,2023-03-15 23:30:37.087417484,2023-03-16 00:20:37.087417484,50,Station C,Station B,casual,Lincoln Park,60622,March,Wednesday
RID101017,2023-03-16 01:15:28.265653131,2023-03-16 01:53:28.265653131,38,Station A,Station D,member,Lincoln Park,60601,March,Thursday
RID101018,2023-03-16 03:00:19.443888778,2023-03-16 03:53:19.443888778,53,Station D,Station D,casual,Lincoln Park,60614,March,Thursday
RID101019,2023-03-16 04:45:10.622124425,2023-03-16 05:03:10.622124425,18,Station D,Station B,casual,Hyde Park,60615,March,Thursday
RID101020,2023-03-16 06:30:01.800360072,2023-03-16 07:00:01.800360072,30,Station A,Station C,casual,Wicker Park,60622,March,Thursday
RID101021,2023-03-16 08:14:52.978595720,2023-03-16 09:03:52.978595720,49,Station C,Station B,member,Wicker Park,60615,March,Thursday
RID101022,2023-03-16 09:59:44.156831367,2023-03-16 10:30:44.156831367,31,Station C,Station C,member,Downtown,60615,March,Thursday
RID101023,2023-03-16 11:44:35.335067014,2023-03-16 11:57:35.335067014,13,Station A,Station B,casual,Wicker Park,60614,March,Thursday
RID101024,2023-03-16 13:29:26.513302661,2023-03-16 13:59:26.513302661,30,Station B,Station D,member,Downtown,60601,March,Thursday
RID101025,2023-03-16 15:14:17.691538308,2023-03-16 16:05:17.691538308,51,Station D,Station D,casual,Lincoln Park,60614,March,Thursday
RID101026,2023-03-16 16:59:08.869773955,2023-03-16 17:25:08.869773955,26,Station A,Station C,member,Hyde Park,60601,March,Thursday
RID101027,2023-03-16 18:44:00.048009602,2023-03-16 19:35:00.048009602,51,Station A,Station C,member,Hyde Park,60622,March,Thursday
RID101028,2023-03-16 20:28:51.226245250,2023-03-16 21:02:51.226245250,34,Station C,Station A,casual,Lincoln Park,60614,March,Thursday
RID101029,2023-03-16 22:13:42.404480897,2023-03-16 23:00:42.404480897,47,Station D,Station A,member,Downtown,60614,March,Thursday
RID101030,2023-03-16 23:58:33.582716544,2023-03-17 00:50:33.582716544,52,Station C,Station D,member,Lincoln Park,60615,March,Thursday
RID101031,2023-03-17 01:43:24.760952191,2023-03-17 02:04:24.760952191,21,Station A,Station D,member,Hyde Park,60614,March,Friday
RID101032,2023-03-17 03:28:15.939187838,2023-03-17 03:58:15.939187838,30,Station B,Station A,casual,Hyde Park,60601,March,Friday
RID101033,2023-03-17 05:13:07.117423485,2023-03-17 05:53:07.117423485,40,Station D,Station A,member,Wicker Park,60614,March,Friday
RID101034,2023-03-17 06:57:58.295659132,2023-03-17 07:02:58.295659132,5,Station A,Station C,member,Downtown,60614,March,Friday
RID101035,2023-03-17 08:42:49.473894779,2023-03-17 08:54:49.473894779,12,Station A,Station B,casual,Wicker Park,60622,March,Friday
RID101036,2023-03-17 10:27:40.652130427,2023-03-17 11:20:40.652130427,53,Station B,Station C,member,Hyde Park,60601,March,Friday
RID101037,2023-03-17 12:12:31.830366074,2023-03-17 12:51:31.830366074,39,Station A,Station A,member,Hyde Park,60615,March,Friday
RID101038,2023-03-17 13:57:23.008601721,2023-03-17 14:53:23.008601721,56,Station A,Station D,member,Wicker Park,60601,March,Friday
RID101039,2023-03-17 15:42:14.186837368,2023-03-17 16:01:14.186837368,19,Station D,Station A,member,Wicker Park,60622,March,Friday
RID101040,2023-03-17 17:27:05.365073015,2023-03-17 18:18:05.365073015,51,Station D,Station D,member,Hyde Park,60601,March,Friday
RID101041,2023-03-17 19:11:56.543308662,2023-03-17 19:37:56.543308662,26,Station D,Station D,casual,Wicker Park,60601,March,Friday
RID101042,2023-03-17 20:56:47.721544309,2023-03-17 21:14:47.721544309,18,Station C,Station D,casual,Wicker Park,60614,March,Friday
RID101043,2023-03-17 22:41:38.899779956,2023-03-17 23:11:38.899779956,30,Station B,Station D,member,Downtown,60614,March,Friday
RID101044,2023-03-18 00:26:30.078015604,2023-03-18 00:58:30.078015604,32,Station D,Station B,member,Hyde Park,60601,March,Saturday
RID101045,2023-03-18 02:11:21.256251251,2023-03-18 02:38:21.256251251,27,Station C,Station A,member,Lincoln Park,60601,March,Saturday
RID101046,2023-03-18 03:56:12.434486898,2023-03-18 04:14:12.434486898,18,Station C,Station C,casual,Downtown,60615,March,Saturday
RID101047,2023-03-18 05:41:03.612722545,2023-03-18 06:09:03.612722545,28,Station B,Station D,casual,Lincoln Park,60622,March,Saturday
RID101048,2023-03-18 07:25:54.790958192,2023-03-18 07:31:54.790958192,6,Station B,Station D,member,Wicker Park,60614,March,Saturday
RID101049,2023-03-18 09:10:45.969193839,2023-03-18 09:59:45.969193839,49,Station A,Station C,member,Wicker Park,60614,March,Saturday
RID101050,2023-03-18 10:55:37.147429486,2023-03-18 11:25:37.147429486,30,Station C,Station C,casual,Lincoln Park,60614,March,Saturday
RID101051,2023-03-18 12:40:28.325665134,2023-03-18 12:58:28.325665134,18,Station D,Station D,member,Wicker Park,60614,March,Saturday
RID101052,2023-03-18 14:25:19.503900781,2023-03-18 15:20:19.503900781,55,Station B,Station C,casual,Wicker Park,60601,March,Saturday
RID101053,2023-03-18 16:10:10.682136428,2023-03-18 16:21:10.682136428,11,Station C,Station C,casual,Downtown,60601,March,Saturday
RID101054,2023-03-18 17:55:01.860372075,2023-03-18 18:02:01.860372075,7,Station D,Station B,member,Lincoln Park,60615,March,Saturday
RID101055,2023-03-18 19:39:53.038607722,2023-03-18 20:30:53.038607722,51,Station C,Station C,casual,Downtown,60614,March,Saturday
RID101056,2023-03-18 21:24:44.216843369,2023-03-18 21:51:44.216843369,27,Station B,Station A,member,Lincoln Park,60614,March,Saturday
RID101057,2023-03-18 23:09:35.395079016,2023-03-18 23:59:35.395079016,50,Station A,Station A,member,Downtown,60601,March,Saturday
RID101058,2023-03-19 00:54:26.573314663,2023-03-19 01:41:26.573314663,47,Station C,Station A,member,Hyde Park,60615,March,Sunday
RID101059,2023-03-19 02:39:17.751550311,2023-03-19 03:30:17.751550311,51,Station D,Station D,member,Hyde Park,60601,March,Sunday
RID101060,2023-03-19 04:24:08.929785958,2023-03-19 05:13:08.929785958,49,Station B,Station A,member,Lincoln Park,60614,March,Sunday
RID101061,2023-03-19 06:09:00.108021605,2023-03-19 06:31:00.108021605,22,Station A,Station B,member,Hyde Park,60614,March,Sunday
RID101062,2023-03-19 07:53:51.286257252,2023-03-19 08:35:51.286257252,42,Station D,Station A,casual,Downtown,60622,March,Sunday
RID101063,2023-03-19 09:38:42.464492899,2023-03-19 10:17:42.464492899,39,Station D,Station D,casual,Lincoln Park,60622,March,Sunday
RID101064,2023-03-19 11:23:33.642728546,2023-03-19 12:18:33.642728546,55,Station D,Station B,casual,Hyde Park,60622,March,Sunday
RID101065,2023-03-19 13:08:24.820964193,2023-03-19 13:27:24.820964193,19,Station C,Station A,casual,Hyde Park,60615,March,Sunday
RID101066,2023-03-19 14:53:15.999199840,2023-03-19 15:22:15.999199840,29,Station B,Station B,member,Lincoln Park,60601,March,Sunday
RID101067,2023-03-19 16:38:07.177435488,2023-03-19 17:37:07.177435488,59,Station D,Station B,casual,Hyde Park,60614,March,Sunday
RID101068,2023-03-19 18:22:58.355671135,2023-03-19 19:03:58.355671135,41,Station C,Station D,casual,Hyde Park,60614,March,Sunday
RID101069,2023-03-19 20:07:49.533906782,2023-03-19 20:39:49.533906782,32,Station B,Station D,casual,Lincoln Park,60615,March,Sunday
RID101070,2023-03-19 21:52:40.712142429,2023-03-19 22:06:40.712142429,14,Station B,Station B,member,Hyde Park,60614,March,Sunday
RID101071,2023-03-19 23:37:31.890378076,2023-03-20 00:20:31.890378076,43,Station C,Station A,casual,Hyde Park,60614,March,Sunday
RID101072,2023-03-20 01:22:23.068613723,2023-03-20 01:43:23.068613723,21,Station C,Station D,member,Hyde Park,60601,March,Monday
RID101073,2023-03-20 03:07:14.246849370,2023-03-20 03:50:14.246849370,43,Station D,Station B,casual,Hyde Park,60622,March,Monday
RID101074,2023-03-20 04:52:05.425085017,2023-03-20 05:18:05.425085017,26,Station B,Station C,member,Wicker Park,60622,March,Monday
RID101075,2023-03-20 06:36:56.603320665,2023-03-20 07:06:56.603320665,30,Station A,Station C,member,Lincoln Park,60615,March,Monday
RID101076,2023-03-20 08:21:47.781556312,2023-03-20 09:09:47.781556312,48,Station C,Station D,casual,Wicker Park,60622,March,Monday
RID101077,2023-03-20 10:06:38.959791959,2023-03-20 10:35:38.959791959,29,Station B,Station A,member,Wicker Park,60622,March,Monday
RID101078,2023-03-20 11:51:30.138027606,2023-03-20 12:12:30.138027606,21,Station B,Station C,member,Downtown,60615,March,Monday
RID101079,2023-03-20 13:36:21.316263253,2023-03-20 13:53:21.316263253,17,Station D,Station C,casual,Wicker Park,60615,March,Monday
RID101080,2023-03-20 15:21:12.494498900,2023-03-20 15:45:12.494498900,24,Station A,Station C,casual,Wicker Park,60622,March,Monday
RID101081,2023-03-20 17:06:03.672734547,2023-03-20 17:35:03.672734547,29,Station D,Station A,casual,Downtown,60601,March,Monday
RID101082,2023-03-20 18:50:54.850970195,2023-03-20 18:58:54.850970195,8,Station A,Station A,member,Hyde Park,60615,March,Monday
RID101083,2023-03-20 20:35:46.029205842,2023-03-20 20:49:46.029205842,14,Station A,Station D,member,Hyde Park,60614,March,Monday
RID101084,2023-03-20 22:20:37.207441489,2023-03-20 22:27:37.207441489,7,Station C,Station D,member,Wicker Park,60615,March,Monday
RID101085,2023-03-21 00:05:28.385677136,2023-03-21 00:50:28.385677136,45,Station B,Station C,casual,Downtown,60614,March,Tuesday
RID101086,2023-03-21 01:50:19.563912783,2023-03-21 02:39:19.563912783,49,Station B,Station A,member,Hyde Park,60615,March,Tuesday
RID101087,2023-03-21 03:35:10.742148430,2023-03-21 03:57:10.742148430,22,Station B,Station B,member,Downtown,60615,March,Tuesday
RID101088,2023-03-21 05:20:01.920384077,2023-03-21 06:11:01.920384077,51,Station A,Station C,member,Lincoln Park,60622,March,Tuesday
RID101089,2023-03-21 07:04:53.098619724,2023-03-21 07:44:53.098619724,40,Station B,Station D,member,Lincoln Park,60622,March,Tuesday
RID101090,2023-03-21 08:49:44.276855372,2023-03-21 09:40:44.276855372,51,Station C,Station A,member,Lincoln Park,60622,March,Tuesday
RID101091,2023-03-21 10:34:35.455091019,2023-03-21 11:00:35.455091019,26,Station A,Station D,member,Lincoln Park,60601,March,Tuesday
RID101092,2023-03-21 12:19:26.633326666,2023-03-21 12:57:26.633326666,38,Station A,Station D,member,Wicker Park,60622,March,Tuesday
RID101093,2023-03-21 14:04:17.811562313,2023-03-21 14:55:17.811562313,51,Station A,Station A,casual,Lincoln Park,60622,March,Tuesday
RID101094,2023-03-21 15:49:08.989797960,2023-03-21 16:01:08.989797960,12,Station A,Station C,casual,Lincoln Park,60615,March,Tuesday
RID101095,2023-03-21 17:34:00.168033607,2023-03-21 18:18:00.168033607,44,Station C,Station A,casual,Downtown,60615,March,Tuesday
RID101096,2023-03-21 19:18:51.346269254,2023-03-21 20:11:51.346269254,53,Station B,Station C,member,Hyde Park,60601,March,Tuesday
RID101097,2023-03-21 21:03:42.524504901,2023-03-21 21:51:42.524504901,48,Station C,Station D,member,Downtown,60614,March,Tuesday
RID101098,2023-03-21 22:48:33.702740549,2023-03-21 23:11:33.702740549,23,Station B,Station A,casual,Wicker Park,60615,March,Tuesday
RID101099,2023-03-22 00:33:24.880976196,2023-03-22 01:19:24.880976196,46,Station C,Station B,member,Lincoln Park,60615,March,Wednesday
RID101100,2023-03-22 02:18:16.059211843,2023-03-22 03:03:16.059211843,45,Station D,Station C,casual,Hyde Park,60614,March,Wednesday
RID101101,2023-03-22 04:03:07.237447490,2023-03-22 04:44:07.237447490,41,Station D,Station B,member,Hyde Park,60601,March,Wednesday
RID101102,2023-03-22 05:47:58.415683137,2023-03-22 05:57:58.415683137,10,Station D,Station C,member,Lincoln Park,60615,March,Wednesday
RID101103,2023-03-22 07:32:49.593918784,2023-03-22 08:28:49.593918784,56,Station D,Station A,casual,Lincoln Park,60622,March,Wednesday
RID101104,2023-03-22 09:17:40.772154431,2023-03-22 09:47:40.772154431,30,Station A,Station B,casual,Wicker Park,60601,March,Wednesday
RID101105,2023-03-22 11:02:31.950390079,2023-03-22 11:40:31.950390079,38,Station A,Station A,casual,Wicker Park,60614,March,Wednesday
RID101106,2023-03-22 12:47:23.128625726,2023-03-22 13:36:23.128625726,49,Station C,Station C,casual,Lincoln Park,60614,March,Wednesday
RID101107,2023-03-22 14:32:14.306861373,2023-03-22 14:42:14.306861373,10,Station C,Station C,casual,Lincoln Park,60622,March,Wednesday
RID101108,2023-03-22 16:17:05.485097020,2023-03-22 16:58:05.485097020,41,Station D,Station C,member,Lincoln Park,60622,March,Wednesday
RID101109,2023-03-22 18:01:56.663332667,2023-03-22 18:38:56.663332667,37,Station B,Station C,member,Lincoln Park,60622,March,Wednesday
RID101110,2023-03-22 19:46:47.841568314,2023-03-22 20:43:47.841568314,57,Station D,Station D,member,Hyde Park,60601,March,Wednesday
RID101111,2023-03-22 21:31:39.019803961,2023-03-22 21:57:39.019803961,26,Station C,Station C,casual,Wicker Park,60614,March,Wednesday
RID101112,2023-03-22 23:16:30.198039608,2023-03-22 23:41:30.198039608,25,Station D,Station B,casual,Lincoln Park,60622,March,Wednesday
RID101113,2023-03-23 01:01:21.376275256,2023-03-23 01:11:21.376275256,10,Station C,Station C,casual,Lincoln Park,60622,March,Thursday
RID101114,2023-03-23 02:46:12.554510903,2023-03-23 02:56:12.554510903,10,Station D,Station A,casual,Hyde Park,60614,March,Thursday
RID101115,2023-03-23 04:31:03.732746550,2023-03-23 05:30:03.732746550,59,Station B,Station D,casual,Downtown,60615,March,Thursday
RID101116,2023-03-23 06:15:54.910982197,2023-03-23 07:07:54.910982197,52,Station D,Station B,casual,Lincoln Park,60601,March,Thursday
RID101117,2023-03-23 08:00:46.089217844,2023-03-23 08:08:46.089217844,8,Station B,Station D,member,Hyde Park,60615,March,Thursday
RID101118,2023-03-23 09:45:37.267453491,2023-03-23 10:19:37.267453491,34,Station B,Station D,member,Hyde Park,60622,March,Thursday
RID101119,2023-03-23 11:30:28.445689138,2023-03-23 11:45:28.445689138,15,Station C,Station D,member,Downtown,60601,March,Thursday
RID101120,2023-03-23 13:15:19.623924785,2023-03-23 13:49:19.623924785,34,Station B,Station A,member,Wicker Park,60615,March,Thursday
RID101121,2023-03-23 15:00:10.802160433,2023-03-23 15:35:10.802160433,35,Station A,Station D,member,Wicker Park,60614,March,Thursday
RID101122,2023-03-23 16:45:01.980396080,2023-03-23 17:13:01.980396080,28,Station A,Station D,casual,Wicker Park,60622,March,Thursday
RID101123,2023-03-23 18:29:53.158631727,2023-03-23 19:28:53.158631727,59,Station A,Station C,casual,Lincoln Park,60601,March,Thursday
RID101124,2023-03-23 20:14:44.336867374,2023-03-23 20:27:44.336867374,13,Station C,Station A,casual,Wicker Park,60601,March,Thursday
RID101125,2023-03-23 21:59:35.515103021,2023-03-23 22:58:35.515103021,59,Station A,Station B,casual,Lincoln Park,60601,March,Thursday
RID101126,2023-03-23 23:44:26.693338668,2023-03-23 23:51:26.693338668,7,Station C,Station B,casual,Lincoln Park,60601,March,Thursday
RID101127,2023-03-24 01:29:17.871574315,2023-03-24 02:24:17.871574315,55,Station C,Station B,casual,Hyde Park,60622,March,Friday
RID101128,2023-03-24 03:14:09.049809963,2023-03-24 03:49:09.049809963,35,Station A,Station A,member,Wicker Park,60622,March,Friday
RID101129,2023-03-24 04:59:00.228045610,2023-03-24 05:43:00.228045610,44,Station B,Station B,casual,Wicker Park,60614,March,Friday
RID101130,2023-03-24 06:43:51.406281257,2023-03-24 07:24:51.406281257,41,Station D,Station A,casual,Wicker Park,60614,March,Friday
RID101131,2023-03-24 08:28:42.584516904,2023-03-24 09:08:42.584516904,40,Station C,Station C,casual,Lincoln Park,60614,March,Friday
RID101132,2023-03-24 10:13:33.762752551,2023-03-24 10:41:33.762752551,28,Station A,Station C,casual,Lincoln Park,60615,March,Friday
RID101133,2023-03-24 11:58:24.940988198,2023-03-24 12:33:24.940988198,35,Station C,Station A,member,Wicker Park,60614,March,Friday
RID101134,2023-03-24 13:43:16.119223845,2023-03-24 13:53:16.119223845,10,Station B,Station B,member,Lincoln Park,60622,March,Friday
RID101135,2023-03-24 15:28:07.297459492,2023-03-24 15:34:07.297459492,6,Station B,Station A,casual,Lincoln Park,60615,March,Friday
RID101136,2023-03-24 17:12:58.475695140,2023-03-24 17:36:58.475695140,24,Station A,Station A,member,Downtown,60622,March,Friday
RID101137,2023-03-24 18:57:49.653930787,2023-03-24 19:29:49.653930787,32,Station C,Station D,member,Downtown,60615,March,Friday
RID101138,2023-03-24 20:42:40.832166434,2023-03-24 20:57:40.832166434,15,Station D,Station A,casual,Wicker Park,60614,March,Friday
RID101139,2023-03-24 22:27:32.010402081,2023-03-24 22:35:32.010402081,8,Station D,Station D,casual,Wicker Park,60614,March,Friday
RID101140,2023-03-25 00:12:23.188637728,2023-03-25 00:31:23.188637728,19,Station C,Station C,casual,Downtown,60614,March,Saturday
RID101141,2023-03-25 01:57:14.366873375,2023-03-25 02:07:14.366873375,10,Station C,Station D,casual,Lincoln Park,60615,March,Saturday
RID101142,2023-03-25 03:42:05.545109022,2023-03-25 04:40:05.545109022,58,Station C,Station A,casual,Lincoln Park,60622,March,Saturday
RID101143,2023-03-25 05:26:56.723344669,2023-03-25 06:19:56.723344669,53,Station A,Station C,member,Hyde Park,60601,March,Saturday
RID101144,2023-03-25 07:11:47.901580317,2023-03-25 07:45:47.901580317,34,Station B,Station D,casual,Wicker Park,60622,March,Saturday
RID101145,2023-03-25 08:56:39.079815964,2023-03-25 09:38:39.079815964,42,Station D,Station A,casual,Wicker Park,60614,March,Saturday
RID101146,2023-03-25 10:41:30.258051611,2023-03-25 11:36:30.258051611,55,Station A,Station C,casual,Wicker Park,60615,March,Saturday
RID101147,2023-03-25 12:26:21.436287258,2023-03-25 12:32:21.436287258,6,Station C,Station D,member,Hyde Park,60615,March,Saturday
RID101148,2023-03-25 14:11:12.614522905,2023-03-25 14:30:12.614522905,19,Station C,Station A,casual,Hyde Park,60614,March,Saturday
RID101149,2023-03-25 15:56:03.792758552,2023-03-25 16:11:03.792758552,15,Station B,Station A,casual,Lincoln Park,60615,March,Saturday
RID101150,2023-03-25 17:40:54.970994199,2023-03-25 17:52:54.970994199,12,Station C,Station B,casual,Downtown,60614,March,Saturday
RID101151,2023-03-25 19:25:46.149229846,2023-03-25 19:55:46.149229846,30,Station A,Station B,member,Downtown,60622,March,Saturday
RID101152,2023-03-25 21:10:37.327465494,2023-03-25 22:05:37.327465494,55,Station A,Station D,casual,Downtown,60615,March,Saturday
RID101153,2023-03-25 22:55:28.505701141,2023-03-25 23:44:28.505701141,49,Station B,Station D,casual,Lincoln Park,60601,March,Saturday
RID101154,2023-03-26 00:40:19.683936788,2023-03-26 01:28:19.683936788,48,Station A,Station D,casual,Downtown,60615,March,Sunday
RID101155,2023-03-26 02:25:10.862172435,2023-03-26 02:34:10.862172435,9,Station D,Station A,member,Hyde Park,60614,March,Sunday
RID101156,2023-03-26 04:10:02.040408082,2023-03-26 04:20:02.040408082,10,Station A,Station D,casual,Hyde Park,60601,March,Sunday
RID101157,2023-03-26 05:54:53.218643729,2023-03-26 06:24:53.218643729,30,Station A,Station A,casual,Wicker Park,60614,March,Sunday
RID101158,2023-03-26 07:39:44.396879376,2023-03-26 08:37:44.396879376,58,Station A,Station D,casual,Downtown,60615,March,Sunday
RID101159,2023-03-26 09:24:35.575115024,2023-03-26 09:32:35.575115024,8,Station D,Station A,member,Hyde Park,60601,March,Sunday
RID101160,2023-03-26 11:09:26.753350671,2023-03-26 11:32:26.753350671,23,Station C,Station A,casual,Wicker Park,60601,March,Sunday
RID101161,2023-03-26 12:54:17.931586318,2023-03-26 13:18:17.931586318,24,Station A,Station B,casual,Downtown,60615,March,Sunday
RID101162,2023-03-26 14:39:09.109821965,2023-03-26 15:16:09.109821965,37,Station B,Station C,casual,Downtown,60601,March,Sunday
RID101163,2023-03-26 16:24:00.288057612,2023-03-26 16:48:00.288057612,24,Station D,Station A,member,Hyde Park,60622,March,Sunday
RID101164,2023-03-26 18:08:51.466293259,2023-03-26 19:01:51.466293259,53,Station B,Station D,member,Wicker Park,60601,March,Sunday
RID101165,2023-03-26 19:53:42.644528906,2023-03-26 20:09:42.644528906,16,Station A,Station B,casual,Wicker Park,60601,March,Sunday
RID101166,2023-03-26 21:38:33.822764553,2023-03-26 22:29:33.822764553,51,Station B,Station D,member,Hyde Park,60622,March,Sunday
RID101167,2023-03-26 23:23:25.001000201,2023-03-26 23:28:25.001000201,5,Station A,Station D,member,Hyde Park,60614,March,Sunday
RID101168,2023-03-27 01:08:16.179235848,2023-03-27 01:38:16.179235848,30,Station D,Station A,member,Hyde Park,60614,March,Monday
RID101169,2023-03-27 02:53:07.357471495,2023-03-27 03:11:07.357471495,18,Station B,Station A,casual,Downtown,60622,March,Monday
RID101170,2023-03-27 04:37:58.535707142,2023-03-27 05:19:58.535707142,42,Station B,Station C,casual,Hyde Park,60601,March,Monday
RID101171,2023-03-27 06:22:49.713942789,2023-03-27 07:03:49.713942789,41,Station A,Station A,member,Hyde Park,60615,March,Monday
RID101172,2023-03-27 08:07:40.892178436,2023-03-27 08:22:40.892178436,15,Station A,Station A,member,Lincoln Park,60622,March,Monday
RID101173,2023-03-27 09:52:32.070414083,2023-03-27 10:32:32.070414083,40,Station C,Station C,member,Hyde Park,60615,March,Monday
RID101174,2023-03-27 11:37:23.248649730,2023-03-27 11:54:23.248649730,17,Station A,Station D,casual,Hyde Park,60614,March,Monday
RID101175,2023-03-27 13:22:14.426885378,2023-03-27 14:09:14.426885378,47,Station A,Station C,casual,Downtown,60622,March,Monday
RID101176,2023-03-27 15:07:05.605121025,2023-03-27 15:14:05.605121025,7,Station C,Station C,member,Wicker Park,60615,March,Monday
RID101177,2023-03-27 16:51:56.783356672,2023-03-27 17:28:56.783356672,37,Station A,Station C,member,Downtown,60601,March,Monday
RID101178,2023-03-27 18:36:47.961592319,2023-03-27 18:46:47.961592319,10,Station A,Station B,member,Lincoln Park,60622,March,Monday
RID101179,2023-03-27 20:21:39.139827966,2023-03-27 21:15:39.139827966,54,Station C,Station D,member,Hyde Park,60615,March,Monday
RID101180,2023-03-27 22:06:30.318063613,2023-03-27 22:20:30.318063613,14,Station D,Station B,casual,Hyde Park,60622,March,Monday
RID101181,2023-03-27 23:51:21.496299260,2023-03-28 00:00:21.496299260,9,Station D,Station B,member,Hyde Park,60622,March,Monday
RID101182,2023-03-28 01:36:12.674534908,2023-03-28 02:03:12.674534908,27,Station A,Station A,casual,Hyde Park,60614,March,Tuesday
RID101183,2023-03-28 03:21:03.852770555,2023-03-28 03:35:03.852770555,14,Station A,Station C,member,Hyde Park,60614,March,Tuesday
RID101184,2023-03-28 05:05:55.031006202,2023-03-28 05:53:55.031006202,48,Station C,Station C,member,Hyde Park,60601,March,Tuesday
RID101185,2023-03-28 06:50:46.209241849,2023-03-28 06:56:46.209241849,6,Station C,Station B,member,Lincoln Park,60614,March,Tuesday
RID101186,2023-03-28 08:35:37.387477496,2023-03-28 08:52:37.387477496,17,Station D,Station A,member,Hyde Park,60614,March,Tuesday
RID101187,2023-03-28 10:20:28.565713143,2023-03-28 11:04:28.565713143,44,Station B,Station A,member,Hyde Park,60614,March,Tuesday
RID101188,2023-03-28 12:05:19.743948790,2023-03-28 12:11:19.743948790,6,Station A,Station A,casual,Hyde Park,60615,March,Tuesday
RID101189,2023-03-28 13:50:10.922184437,2023-03-28 14:14:10.922184437,24,Station B,Station D,member,Lincoln Park,60622,March,Tuesday
RID101190,2023-03-28 15:35:02.100420085,2023-03-28 15:40:02.100420085,5,Station B,Station B,member,Hyde Park,60614,March,Tuesday
RID101191,2023-03-28 17:19:53.278655732,2023-03-28 18:00:53.278655732,41,Station C,Station D,member,Lincoln Park,60615,March,Tuesday
RID101192,2023-03-28 19:04:44.456891379,2023-03-28 19:17:44.456891379,13,Station A,Station A,casual,Downtown,60622,March,Tuesday
RID101193,2023-03-28 20:49:35.635127026,2023-03-28 21:10:35.635127026,21,Station A,Station A,casual,Hyde Park,60614,March,Tuesday
RID101194,2023-03-28 22:34:26.813362673,2023-03-28 22:47:26.813362673,13,Station C,Station A,casual,Wicker Park,60614,March,Tuesday
RID101195,2023-03-29 00:19:17.991598320,2023-03-29 00:34:17.991598320,15,Station B,Station C,casual,Lincoln Park,60622,March,Wednesday
RID101196,2023-03-29 02:04:09.169833967,2023-03-29 02:23:09.169833967,19,Station C,Station B,member,Downtown,60615,March,Wednesday
RID101197,2023-03-29 03:49:00.348069614,2023-03-29 04:17:00.348069614,28,Station D,Station C,member,Lincoln Park,60615,March,Wednesday
RID101198,2023-03-29 05:33:51.526305262,2023-03-29 06:15:51.526305262,42,Station A,Station D,member,Lincoln Park,60601,March,Wednesday
RID101199,2023-03-29 07:18:42.704540909,2023-03-29 08:17:42.704540909,59,Station D,Station C,casual,Downtown,60622,March,Wednesday
RID101200,2023-03-29 09:03:33.882776556,2023-03-29 09:42:33.882776556,39,Station C,Station B,member,Hyde Park,60601,March,Wednesday
RID101201,2023-03-29 10:48:25.061012203,2023-03-29 11:22:25.061012203,34,Station A,Station C,member,Hyde Park,60615,March,Wednesday
RID101202,2023-03-29 12:33:16.239247850,2023-03-29 13:08:16.239247850,35,Station D,Station A,casual,Lincoln Park,60614,March,Wednesday
RID101203,2023-03-29 14:18:07.417483497,2023-03-29 15:11:07.417483497,53,Station D,Station D,casual,Downtown,60601,March,Wednesday
RID101204,2023-03-29 16:02:58.595719144,2023-03-29 16:11:58.595719144,9,Station B,Station D,casual,Hyde Park,60615,March,Wednesday
RID101205,2023-03-29 17:47:49.773954792,2023-03-29 18:35:49.773954792,48,Station A,Station A,member,Lincoln Park,60615,March,Wednesday
RID101206,2023-03-29 19:32:40.952190439,2023-03-29 20:26:40.952190439,54,Station D,Station A,member,Wicker Park,60614,March,Wednesday
RID101207,2023-03-29 21:17:32.130426086,2023-03-29 21:35:32.130426086,18,Station D,Station A,casual,Downtown,60622,March,Wednesday
RID101208,2023-03-29 23:02:23.308661733,2023-03-29 23:59:23.308661733,57,Station B,Station B,member,Wicker Park,60615,March,Wednesday
