ride_id,started_at,ended_at,ride_length_minutes,start_station_name,end_station_name,user_type,neighborhood,zip_code
RIDE101417,2023-08-16,2023-08-16 01:13:00,73.0,Station E,Station C,casual,Wicker Park,60614
RIDE101418,2023-05-01,2023-05-01 00:27:00,27.0,Station C,Station B,member,Wicker Park,60640
RIDE101419,2023-07-05,2023-07-05 01:44:00,104.0,Station C,Station B,casual,Downtown,60601
RIDE101420,2023-02-20,2023-02-20 00:41:00,41.0,Station E,Station B,member,Wicker Park,60640
RIDE101421,2023-12-18,2023-12-18 00:50:00,50.0,Station E,Station C,casual,Uptown,60615
RIDE101422,2023-07-08,2023-07-08 00:46:00,46.0,Station B,Station E,member,Downtown,60601
RIDE101423,2023-10-06,2023-10-06 01:31:00,91.0,Station B,Station A,casual,Hyde Park,60614
RIDE101424,2023-11-27,2023-11-27 01:10:00,70.0,Station D,Station B,member,Uptown,60615
RIDE101425,2023-07-03,2023-07-03 01:07:00,67.0,Station C,Station C,casual,Lincoln Park,60622
RIDE101426,2023-02-01,2023-02-01 01:44:00,104.0,Station E,Station D,member,Lincoln Park,60615
RIDE101427,2023-07-23,2023-07-23 01:39:00,99.0,Station C,Station D,member,Hyde Park,60622
RIDE101428,2023-05-22,2023-05-22 01:02:00,62.0,Station C,Station E,member,Uptown,60601
RIDE101429,2023-04-08,2023-04-08 01:58:00,118.0,Station C,Station A,member,Downtown,60622
RIDE101430,2023-03-04,2023-03-04 00:15:00,15.0,Station A,Station E,member,Wicker Park,60640
RIDE101431,2023-08-21,2023-08-21 00:53:00,53.0,Station E,Station B,member,Downtown,60622
RIDE101432,2023-02-16,2023-02-16 01:23:00,83.0,Station E,Station B,casual,Downtown,60614
RIDE101433,2023-12-06,2023-12-06 00:41:00,41.0,Station B,Station C,member,Uptown,60640
RIDE101434,2023-04-19,2023-04-19 01:04:00,64.0,Station A,Station A,member,Wicker Park,60622
RIDE101435,2023-11-25,2023-11-25 01:25:00,85.0,Station B,Station D,casual,Lincoln Park,60640
RIDE101436,2023-11-24,2023-11-24 00:23:00,23.0,Station E,Station A,member,Wicker Park,60622
RIDE101437,2023-11-02,2023-11-02 01:56:00,116.0,Station E,Station C,casual,Wicker Park,60615
RIDE101438,2023-01-11,2023-01-11 00:26:00,26.0,Station A,Station E,casual,Downtown,60615
RIDE101439,2023-01-26,2023-01-26 01:26:00,86.0,Station D,Station A,member,Downtown,60622
RIDE101440,2023-06-20,2023-06-20 01:48:00,108.0,Station C,Station C,member,Lincoln Park,60615
RIDE101441,2023-05-05,2023-05-05 00:48:00,48.0,Station B,Station E,member,Downtown,60615
RIDE101442,2023-03-06,2023-03-06 00:58:00,58.0,Station B,Station E,member,Downtown,60622
RIDE101443,2023-10-17,2023-10-17 01:25:00,85.0,Station B,Station E,casual,Wicker Park,60614
RIDE101444,2023-04-16,2023-04-16 01:23:00,83.0,Station A,Station A,casual,Lincoln Park,60601
RIDE101445,2023-02-05,2023-02-05 01:18:00,78.0,Station C,Station A,member,Lincoln Park,60622
RIDE101446,2023-10-11,2023-10-11 00:56:00,56.0,Station B,Station D,member,Hyde Park,60615
RIDE101447,2023-04-17,2023-04-17 01:53:00,113.0,Station D,Station E,casual,Uptown,60615
RIDE101448,2023-10-28,2023-10-28 00:14:00,14.0,Station D,Station E,member,Uptown,60601
RIDE101449,2023-04-21,2023-04-21 00:15:00,15.0,Station E,Station B,member,Lincoln Park,60614
RIDE101450,2023-04-30,2023-04-30 00:25:00,25.0,Station C,Station B,member,Wicker Park,60614
RIDE101451,2023-06-18,2023-06-18 00:48:00,48.0,Station E,Station C,casual,Uptown,60640
RIDE101452,2023-03-17,2023-03-17 00:34:00,34.0,Station E,Station B,member,Downtown,60615
RIDE101453,2023-11-02,2023-11-02 00:45:00,45.0,Station C,Station B,member,Downtown,60601
RIDE101454,2023-01-02,2023-01-02 00:45:00,45.0,Station E,Station B,member,Lincoln Park,60622
RIDE101455,2023-05-22,2023-05-22 01:28:00,88.0,Station C,Station D,member,Wicker Park,60615
RIDE101456,2023-03-16,2023-03-16 00:42:00,42.0,Station D,Station B,member,Uptown,60601
RIDE101457,2023-03-08,2023-03-08 01:35:00,95.0,Station C,Station A,member,Uptown,60622
RIDE101458,2023-10-04,2023-10-04 00:39:00,39.0,Station B,Station E,member,Uptown,60601
RIDE101459,2023-05-09,2023-05-09 01:22:00,82.0,Station A,Station C,casual,Lincoln Park,60614
RIDE101460,2023-03-31,2023-03-31 01:27:00,87.0,Station D,Station E,casual,Downtown,60640
RIDE101461,2023-02-26,2023-02-26 00:55:00,55.0,Station A,Station C,casual,Wicker Park,60615
RIDE101462,2023-12-05,2023-12-05 00:39:00,39.0,Station D,Station A,member,Downtown,60601
RIDE101463,2023-01-14,2023-01-14 01:58:00,118.0,Station B,Station B,member,Wicker Park,60601
RIDE101464,2023-03-09,2023-03-09 01:01:00,61.0,Station A,Station A,member,Wicker Park,60615
RIDE101465,2023-01-08,2023-01-08 01:44:00,104.0,Station B,Station B,member,Wicker Park,60614
RIDE101466,2023-07-03,2023-07-03 01:55:00,115.0,Station B,Station E,member,Hyde Park,60601
RIDE101467,2023-05-02,2023-05-02 00:51:00,51.0,Station D,Station C,member,Uptown,60622
RIDE101468,2023-10-29,2023-10-29 01:40:00,100.0,Station E,Station A,casual,Wicker Park,60614
RIDE101469,2023-06-15,2023-06-15 01:20:00,80.0,Station B,Station B,casual,Wicker Park,60622
RIDE101470,2023-01-09,2023-01-09 01:11:00,71.0,Station B,Station B,member,Lincoln Park,60640
RIDE101471,2023-03-31,2023-03-31 01:02:00,62.0,Station D,Station B,member,Wicker Park,60615
RIDE101472,2023-05-16,2023-05-16 00:57:00,57.0,Station C,Station E,member,Downtown,60601
RIDE101473,2023-01-27,2023-01-27 00:26:00,26.0,Station D,Station E,member,Uptown,60640
RIDE101474,2023-03-06,2023-03-06 00:28:00,28.0,Station B,Station D,member,Hyde Park,60614
RIDE101475,2023-08-04,2023-08-04 01:54:00,114.0,Station D,Station D,member,Uptown,60614
RIDE101476,2023-09-27,2023-09-27 00:07:00,7.0,Station B,Station A,casual,Downtown,60640
RIDE101477,2023-02-28,2023-02-28 00:21:00,21.0,Station A,Station E,member,Hyde Park,60614
RIDE101478,2023-02-02,2023-02-02 01:38:00,98.0,Station C,Station A,casual,Lincoln Park,60622
RIDE101479,2023-09-01,2023-09-01 00:35:00,35.0,Station A,Station C,casual,Uptown,60601
RIDE101480,2023-08-18,2023-08-18 01:29:00,89.0,Station A,Station A,member,Wicker Park,60615
RIDE101481,2023-07-05,2023-07-05 00:37:00,37.0,Station C,Station B,member,Lincoln Park,60614
RIDE101482,2023-09-20,2023-09-20 01:40:00,100.0,Station A,Station D,member,Wicker Park,60614
RIDE101483,2023-10-31,2023-10-31 01:34:00,94.0,Station E,Station A,member,Uptown,60615
RIDE101484,2023-02-25,2023-02-25 01:40:00,100.0,Station A,Station D,casual,Uptown,60622
RIDE101485,2023-08-20,2023-08-20 00:15:00,15.0,Station B,Station A,member,Lincoln Park,60601
RIDE101486,2023-09-15,2023-09-15 00:31:00,31.0,Station C,Station D,casual,Hyde Park,60601
RIDE101487,2023-04-24,2023-04-24 00:26:00,26.0,Station D,Station B,casual,Hyde Park,60615
RIDE101488,2023-11-11,2023-11-11 00:55:00,55.0,Station B,Station A,casual,Wicker Park,60601
RIDE101489,2023-01-23,2023-01-23 00:18:00,18.0,Station E,Station E,member,Lincoln Park,60640
RIDE101490,2023-12-04,2023-12-04 00:17:00,17.0,Station C,Station E,member,Lincoln Park,60622
RIDE101491,2023-09-24,2023-09-24 00:13:00,13.0,Station A,Station B,member,Wicker Park,60614
RIDE101492,2023-06-04,2023-06-04 01:57:00,117.0,Station A,Station E,casual,Hyde Park,60615
RIDE101493,2023-08-23,2023-08-23 01:05:00,65.0,Station B,Station D,casual,Hyde Park,60601
RIDE101494,2023-11-26,2023-11-26 01:15:00,75.0,Station B,Station C,member,Hyde Park,60614
RIDE101495,2023-01-16,2023-01-16 00:11:00,11.0,Station C,Station E,member,Downtown,60614
RIDE101496,2023-02-01,2023-02-01 00:08:00,8.0,Station B,Station A,casual,Downtown,60615
RIDE101497,2023-09-03,2023-09-03 01:43:00,103.0,Station B,Station E,member,Uptown,60614
RIDE101498,2023-07-25,2023-07-25 00:55:00,55.0,Station C,Station D,member,Downtown,60622
RIDE101499,2023-08-07,2023-08-07 01:12:00,72.0,Station B,Station A,member,Lincoln Park,60615
RIDE101500,2023-12-18,2023-12-18 01:42:00,102.0,Station C,Station D,casual,Downtown,60622
RIDE101501,2023-02-25,2023-02-25 00:15:00,15.0,Station E,Station B,member,Uptown,60614
RIDE101502,2023-09-09,2023-09-09 00:18:00,18.0,Station B,Station E,casual,Hyde Park,60622
RIDE101503,2023-12-31,2023-12-31 00:38:00,38.0,Station B,Station E,member,Downtown,60640
RIDE101504,2023-08-16,2023-08-16 01:24:00,84.0,Station B,Station D,casual,Wicker Park,60622
RIDE101505,2023-02-07,2023-02-07 00:24:00,24.0,Station A,Station A,member,Uptown,60615
RIDE101506,2023-02-11,2023-02-11 00:15:00,15.0,Station B,Station C,casual,Uptown,60615
RIDE101507,2023-06-14,2023-06-14 01:28:00,88.0,Station C,Station D,member,Uptown,60615
RIDE101508,2023-11-08,2023-11-08 01:58:00,118.0,Station A,Station E,member,Lincoln Park,60640
RIDE101509,2023-03-17,2023-03-17 00:54:00,54.0,Station A,Station C,casual,Wicker Park,60615
RIDE101510,2023-02-03,2023-02-03 00:44:00,44.0,Station B,Station D,casual,Downtown,60622
RIDE101511,2023-03-06,2023-03-06 00:34:00,34.0,Station D,Station B,member,Downtown,60640
RIDE101512,2023-05-21,2023-05-21 00:36:00,36.0,Station A,Station C,member,Uptown,60615
RIDE101513,2023-11-16,2023-11-16 01:39:00,99.0,Station C,Station E,member,Uptown,60615
RIDE101514,2023-11-21,2023-11-21 00:41:00,41.0,Station B,Station D,casual,Wicker Park,60622
RIDE101515,2023-10-27,2023-10-27 01:01:00,61.0,Station C,Station E,casual,Uptown,60615
RIDE101516,2023-10-08,2023-10-08 01:25:00,85.0,Station D,Station C,casual,Downtown,60615
RIDE101517,2023-12-31,2023-12-31 00:21:00,21.0,Station B,Station C,member,Hyde Park,60614
RIDE101518,2023-06-16,2023-06-16 00:21:00,21.0,Station C,Station C,member,Wicker Park,60640
RIDE101519,2023-07-15,2023-07-15 01:12:00,72.0,Station C,Station E,member,Hyde Park,60601
RIDE101520,2023-11-02,2023-11-02 01:52:00,112.0,Station B,Station B,casual,Uptown,60601
RIDE101521,2023-09-29,2023-09-29 00:26:00,26.0,Station E,Station C,member,Wicker Park,60614
RIDE101522,2023-05-31,2023-05-31 00:08:00,8.0,Station E,Station C,casual,Hyde Park,60622
RIDE101523,2023-08-21,2023-08-21 00:09:00,9.0,Station D,Station E,member,Lincoln Park,60614
RIDE101524,2023-09-16,2023-09-16 01:29:00,89.0,Station A,Station E,member,Downtown,60614
RIDE101525,2023-11-06,2023-11-06 00:50:00,50.0,Station A,Station C,member,Uptown,60640
RIDE101526,2023-08-09,2023-08-09 01:55:00,115.0,Station B,Station D,casual,Uptown,60615
RIDE101527,2023-02-20,2023-02-20 00:46:00,46.0,Station B,Station A,member,Hyde Park,60622
RIDE101528,2023-12-26,2023-12-26 01:55:00,115.0,Station B,Station B,member,Uptown,60640
RIDE101529,2023-02-28,2023-02-28 01:05:00,65.0,Station B,Station D,casual,Downtown,60622
RIDE101530,2023-12-02,2023-12-02 01:04:00,64.0,Station E,Station A,member,Wicker Park,60640
RIDE101531,2023-11-30,2023-11-30 01:56:00,116.0,Station D,Station C,casual,Downtown,60615
RIDE101532,2023-10-10,2023-10-10 01:14:00,74.0,Station C,Station E,casual,Wicker Park,60614
RIDE101533,2023-04-21,2023-04-21 00:39:00,39.0,Station C,Station D,casual,Hyde Park,60615
RIDE101534,2023-08-09,2023-08-09 01:15:00,75.0,Station E,Station D,casual,Hyde Park,60615
RIDE101535,2023-08-20,2023-08-20 01:01:00,61.0,Station D,Station B,casual,Lincoln Park,60615
RIDE101536,2023-04-27,2023-04-27 00:22:00,22.0,Station B,Station B,casual,Uptown,60614
RIDE101537,2023-07-31,2023-07-31 01:34:00,94.0,Station A,Station A,member,Wicker Park,60614
RIDE101538,2023-06-23,2023-06-23 01:14:00,74.0,Station E,Station D,member,Downtown,60622
RIDE101539,2023-08-21,2023-08-21 00:27:00,27.0,Station E,Station C,member,Downtown,60614
RIDE101540,2023-07-24,2023-07-24 01:20:00,80.0,Station B,Station A,casual,Hyde Park,60622
RIDE101541,2023-08-01,2023-08-01 01:21:00,81.0,Station E,Station D,member,Wicker Park,60601
RIDE101542,2023-02-18,2023-02-18 01:03:00,63.0,Station C,Station C,member,Uptown,60640
RIDE101543,2023-06-10,2023-06-10 01:25:00,85.0,Station B,Station E,member,Lincoln Park,60622
RIDE101544,2023-08-07,2023-08-07 01:40:00,100.0,Station C,Station B,member,Lincoln Park,60601
RIDE101545,2023-06-10,2023-06-10 01:26:00,86.0,Station B,Station B,casual,Lincoln Park,60614
RIDE101546,2023-12-07,2023-12-07 01:57:00,117.0,Station A,Station A,member,Hyde Park,60622
RIDE101547,2023-05-11,2023-05-11 01:17:00,77.0,Station C,Station B,casual,Uptown,60601
RIDE101548,2023-07-11,2023-07-11 01:00:00,60.0,Station B,Station B,member,Downtown,60614
RIDE101549,2023-03-20,2023-03-20 01:12:00,72.0,Station E,Station C,casual,Hyde Park,60601
RIDE101550,2023-12-18,2023-12-18 01:26:00,86.0,Station E,Station E,member,Uptown,60615
RIDE101551,2023-08-31,2023-08-31 01:26:00,86.0,Station D,Station C,casual,Uptown,60622
RIDE101552,2023-02-04,2023-02-04 01:13:00,73.0,Station B,Station C,member,Wicker Park,60640
RIDE101553,2023-02-16,2023-02-16 00:44:00,44.0,Station A,Station E,casual,Uptown,60640
RIDE101554,2023-02-13,2023-02-13 00:49:00,49.0,Station D,Station D,casual,Downtown,60622
RIDE101555,2023-02-17,2023-02-17 01:06:00,66.0,Station E,Station A,member,Lincoln Park,60601
RIDE101556,2023-08-10,2023-08-10 01:14:00,74.0,Station A,Station C,member,Wicker Park,60622
RIDE101557,2023-02-19,2023-02-19 00:34:00,34.0,Station B,Station E,member,Uptown,60614
RIDE101558,2023-07-10,2023-07-10 01:48:00,108.0,Station E,Station B,casual,Downtown,60622
RIDE101559,2023-03-08,2023-03-08 00:16:00,16.0,Station D,Station E,member,Uptown,60615
RIDE101560,2023-10-12,2023-10-12 01:01:00,61.0,Station E,Station B,casual,Hyde Park,60640
RIDE101561,2023-01-31,2023-01-31 00:44:00,44.0,Station C,Station C,casual,Hyde Park,60615
RIDE101562,2023-10-28,2023-10-28 00:51:00,51.0,Station D,Station B,member,Lincoln Park,60622
RIDE101563,2023-10-15,2023-10-15 00:57:00,57.0,Station E,Station B,casual,Lincoln Park,60601
RIDE101564,2023-10-15,2023-10-15 00:38:00,38.0,Station D,Station D,member,Hyde Park,60622
RIDE101565,2023-06-18,2023-06-18 00:24:00,24.0,Station B,Station B,member,Downtown,60615
RIDE101566,2023-12-10,2023-12-10 00:43:00,43.0,Station C,Station B,member,Wicker Park,60615
RIDE101567,2023-03-04,2023-03-04 00:06:00,6.0,Station C,Station E,casual,Hyde Park,60614
RIDE101568,2023-07-30,2023-07-30 00:05:00,5.0,Station E,Station B,member,Lincoln Park,60614
RIDE101569,2023-07-01,2023-07-01 01:11:00,71.0,Station D,Station C,casual,Uptown,60615
RIDE101570,2023-12-07,2023-12-07 01:49:00,109.0,Station D,Station E,casual,Wicker Park,60601
RIDE101571,2023-08-05,2023-08-05 01:42:00,102.0,Station D,Station D,casual,Lincoln Park,60615
RIDE101572,2023-01-27,2023-01-27 01:53:00,113.0,Station C,Station E,member,Uptown,60615
RIDE101573,2023-05-28,2023-05-28 00:22:00,22.0,Station E,Station D,member,Wicker Park,60615
RIDE101574,2023-11-04,2023-11-04 00:49:00,49.0,Station D,Station C,member,Wicker Park,60615
RIDE101575,2023-06-09,2023-06-09 00:41:00,41.0,Station E,Station B,casual,Lincoln Park,60614
RIDE101576,2023-06-30,2023-06-30 01:05:00,65.0,Station A,Station C,member,Uptown,60622
RIDE101577,2023-02-23,2023-02-23 01:13:00,73.0,Station B,Station D,member,Downtown,60615
RIDE101578,2023-10-23,2023-10-23 00:06:00,6.0,Station B,Station C,member,Wicker Park,60601
RIDE101579,2023-09-17,2023-09-17 01:33:00,93.0,Station B,Station C,member,Hyde Park,60614
RIDE101580,2023-04-19,2023-04-19 01:07:00,67.0,Station D,Station B,member,Hyde Park,60614
RIDE101581,2023-03-21,2023-03-21 01:41:00,101.0,Station B,Station C,casual,Uptown,60601
RIDE101582,2023-12-03,2023-12-03 01:06:00,66.0,Station D,Station C,casual,Uptown,60614
RIDE101583,2023-09-04,2023-09-04 00:43:00,43.0,Station B,Station C,casual,Downtown,60622
RIDE101584,2023-04-25,2023-04-25 00:06:00,6.0,Station C,Station C,casual,Wicker Park,60614
RIDE101585,2023-02-25,2023-02-25 01:43:00,103.0,Station D,Station D,casual,Lincoln Park,60622
RIDE101586,2023-06-29,2023-06-29 01:00:00,60.0,Station D,Station C,casual,Wicker Park,60622
RIDE101587,2023-10-12,2023-10-12 01:47:00,107.0,Station E,Station D,casual,Wicker Park,60640
RIDE101588,2023-07-08,2023-07-08 00:42:00,42.0,Station B,Station E,member,Lincoln Park,60601
RIDE101589,2023-02-28,2023-02-28 01:21:00,81.0,Station C,Station D,casual,Hyde Park,60601
RIDE101590,2023-05-23,2023-05-23 00:34:00,34.0,Station C,Station D,casual,Wicker Park,60614
RIDE101591,2023-10-21,2023-10-21 01:46:00,106.0,Station E,Station A,casual,Uptown,60622
RIDE101592,2023-04-26,2023-04-26 00:05:00,5.0,Station A,Station D,casual,Wicker Park,60601
RIDE101593,2023-08-08,2023-08-08 01:15:00,75.0,Station B,Station A,casual,Uptown,60601
RIDE101594,2023-10-15,2023-10-15 00:52:00,52.0,Station A,Station D,casual,Wicker Park,60622
RIDE101595,2023-11-15,2023-11-15 00:29:00,29.0,Station C,Station C,member,Wicker Park,60614
RIDE101596,2023-11-11,2023-11-11 00:57:00,57.0,Station D,Station B,member,Downtown,60601
RIDE101597,2023-12-12,2023-12-12 01:57:00,117.0,Station E,Station D,casual,Wicker Park,60614
RIDE101598,2023-11-26,2023-11-26 01:16:00,76.0,Station C,Station C,casual,Downtown,60622
RIDE101599,2023-10-13,2023-10-13 01:00:00,60.0,Station B,Station A,member,Wicker Park,60615
RIDE101600,2023-01-14,2023-01-14 00:55:00,55.0,Station E,Station B,member,Hyde Park,60615
RIDE101601,2023-11-08,2023-11-08 00:36:00,36.0,Station A,Station B,casual,Lincoln Park,60640
RIDE101602,2023-12-03,2023-12-03 00:25:00,25.0,Station D,Station C,casual,Uptown,60640
RIDE101603,2023-12-22,2023-12-22 01:36:00,96.0,Station E,Station C,casual,Uptown,60615
RIDE101604,2023-05-17,2023-05-17 01:39:00,99.0,Station E,Station C,member,Lincoln Park,60614
RIDE101605,2023-01-15,2023-01-15 01:27:00,87.0,Station C,Station A,member,Hyde Park,60614
RIDE101606,2023-04-03,2023-04-03 00:54:00,54.0,Station D,Station C,member,Uptown,60640
RIDE101607,2023-05-20,2023-05-20 01:51:00,111.0,Station D,Station D,member,Hyde Park,60615
RIDE101608,2023-12-26,2023-12-26 00:53:00,53.0,Station D,Station D,member,Hyde Park,60614
RIDE101609,2023-06-08,2023-06-08 00:33:00,33.0,Station D,Station C,member,Hyde Park,60601
RIDE101610,2023-06-23,2023-06-23 00:38:00,38.0,Station D,Station E,member,Lincoln Park,60622
RIDE101611,2023-06-29,2023-06-29 00:15:00,15.0,Station C,Station E,member,Lincoln Park,60601
RIDE101612,2023-01-04,2023-01-04 00:59:00,59.0,Station D,Station B,member,Downtown,60615
RIDE101613,2023-04-03,2023-04-03 01:25:00,85.0,Station C,Station B,casual,Wicker Park,60640
RIDE101614,2023-03-15,2023-03-15 00:35:00,35.0,Station C,Station E,member,Wicker Park,60640
RIDE101615,2023-10-17,2023-10-17 01:11:00,71.0,Station D,Station E,member,Downtown,60640
RIDE101616,2023-12-03,2023-12-03 01:42:00,102.0,Station A,Station D,casual,Hyde Park,60615
RIDE101617,2023-07-25,2023-07-25 01:47:00,107.0,Station B,Station C,casual,Lincoln Park,60640
RIDE101618,2023-02-05,2023-02-05 01:23:00,83.0,Station D,Station A,casual,Lincoln Park,60615
RIDE101619,2023-03-14,2023-03-14 01:48:00,108.0,Station B,Station A,member,Hyde Park,60601
RIDE101620,2023-11-21,2023-11-21 01:33:00,93.0,Station C,Station B,casual,Uptown,60640
RIDE101621,2023-01-16,2023-01-16 01:32:00,92.0,Station A,Station B,member,Uptown,60622
RIDE101622,2023-02-16,2023-02-16 00:39:00,39.0,Station C,Station C,casual,Lincoln Park,60601
RIDE101623,2023-09-29,2023-09-29 00:41:00,41.0,Station A,Station D,member,Wicker Park,60615
RIDE101624,2023-04-21,2023-04-21 01:28:00,88.0,Station C,Station E,member,Hyde Park,60615
RIDE101625,2023-07-12,2023-07-12 01:40:00,100.0,Station E,Station D,member,Wicker Park,60615
RIDE101626,2023-08-03,2023-08-03 01:13:00,73.0,Station E,Station A,casual,Lincoln Park,60614
RIDE101627,2023-08-21,2023-08-21 01:48:00,108.0,Station E,Station D,casual,Uptown,60601
RIDE101628,2023-06-24,2023-06-24 00:39:00,39.0,Station A,Station D,member,Downtown,60622
RIDE101629,2023-03-22,2023-03-22 00:57:00,57.0,Station C,Station B,member,Uptown,60640
RIDE101630,2023-07-09,2023-07-09 00:29:00,29.0,Station B,Station C,member,Wicker Park,60601
RIDE101631,2023-06-09,2023-06-09 01:54:00,114.0,Station A,Station E,member,Wicker Park,60615
RIDE101632,2023-06-16,2023-06-16 00:13:00,13.0,Station A,Station E,casual,Lincoln Park,60601
RIDE101633,2023-10-18,2023-10-18 00:28:00,28.0,Station A,Station D,member,Uptown,60601
RIDE101634,2023-11-02,2023-11-02 00:22:00,22.0,Station C,Station A,casual,Lincoln Park,60640
RIDE101635,2023-02-13,2023-02-13 00:42:00,42.0,Station A,Station A,member,Downtown,60640
RIDE101636,2023-01-27,2023-01-27 00:19:00,19.0,Station E,Station A,member,Downtown,60614
RIDE101637,2023-03-21,2023-03-21 01:26:00,86.0,Station B,Station C,member,Wicker Park,60622
RIDE101638,2023-03-22,2023-03-22 01:03:00,63.0,Station C,Station C,casual,Uptown,60640
RIDE101639,2023-11-13,2023-11-13 01:24:00,84.0,Station B,Station E,casual,Wicker Park,60614
RIDE101640,2023-01-26,2023-01-26 01:02:00,62.0,Station C,Station C,member,Hyde Park,60615
RIDE101641,2023-12-12,2023-12-12 00:39:00,39.0,Station C,Station D,member,Hyde Park,60601
RIDE101642,2023-02-11,2023-02-11 01:34:00,94.0,Station C,Station C,member,Downtown,60640
RIDE101643,2023-05-20,2023-05-20 01:24:00,84.0,Station C,Station A,casual,Downtown,60615
RIDE101644,2023-08-15,2023-08-15 01:07:00,67.0,Station B,Station D,member,Lincoln Park,60614
RIDE101645,2023-12-05,2023-12-05 00:29:00,29.0,Station E,Station B,casual,Wicker Park,60640
RIDE101646,2023-08-06,2023-08-06 00:46:00,46.0,Station B,Station A,member,Wicker Park,60622
RIDE101647,2023-09-06,2023-09-06 00:07:00,7.0,Station E,Station C,member,Wicker Park,60622
RIDE101648,2023-11-07,2023-11-07 00:24:00,24.0,Station C,Station D,casual,Downtown,60601
RIDE101649,2023-08-15,2023-08-15 00:11:00,11.0,Station A,Station B,casual,Lincoln Park,60614
RIDE101650,2023-08-01,2023-08-01 01:13:00,73.0,Station C,Station B,casual,Wicker Park,60601
RIDE101651,2023-05-20,2023-05-20 00:07:00,7.0,Station C,Station E,casual,Wicker Park,60601
RIDE101652,2023-04-21,2023-04-21 00:28:00,28.0,Station C,Station C,casual,Lincoln Park,60622
RIDE101653,2023-09-20,2023-09-20 00:18:00,18.0,Station D,Station E,member,Hyde Park,60614
RIDE101654,2023-02-28,2023-02-28 00:41:00,41.0,Station D,Station B,casual,Downtown,60614
RIDE101655,2023-06-26,2023-06-26 00:39:00,39.0,Station E,Station E,member,Downtown,60615
RIDE101656,2023-08-09,2023-08-09 00:21:00,21.0,Station A,Station A,member,Downtown,60622
RIDE101657,2023-02-26,2023-02-26 01:36:00,96.0,Station D,Station D,member,Wicker Park,60601
RIDE101658,2023-05-26,2023-05-26 01:01:00,61.0,Station E,Station B,member,Wicker Park,60615
RIDE101659,2023-12-14,2023-12-14 01:38:00,98.0,Station B,Station C,member,Wicker Park,60615
RIDE101660,2023-12-14,2023-12-14 00:06:00,6.0,Station D,Station E,casual,Hyde Park,60640
RIDE101661,2023-10-31,2023-10-31 00:34:00,34.0,Station B,Station E,member,Uptown,60640
RIDE101662,2023-09-07,2023-09-07 00:16:00,16.0,Station B,Station C,casual,Lincoln Park,60640
RIDE101663,2023-09-27,2023-09-27 00:24:00,24.0,Station B,Station E,casual,Hyde Park,60614
RIDE101664,2023-12-08,2023-12-08 00:06:00,6.0,Station D,Station E,casual,Lincoln Park,60601
RIDE101665,2023-06-07,2023-06-07 01:08:00,68.0,Station B,Station C,casual,Hyde Park,60615
RIDE101666,2023-01-24,2023-01-24 00:32:00,32.0,Station E,Station A,casual,Wicker Park,60640
RIDE101667,2023-04-23,2023-04-23 00:48:00,48.0,Station E,Station B,casual,Hyde Park,60640
RIDE101668,2023-07-22,2023-07-22 00:58:00,58.0,Station E,Station A,casual,Hyde Park,60601
RIDE101669,2023-11-03,2023-11-03 00:44:00,44.0,Station D,Station C,member,Wicker Park,60614
RIDE101670,2023-01-29,2023-01-29 01:45:00,105.0,Station D,Station C,member,Uptown,60640
RIDE101671,2023-01-04,2023-01-04 01:47:00,107.0,Station C,Station D,member,Downtown,60622
RIDE101672,2023-04-15,2023-04-15 01:08:00,68.0,Station A,Station B,member,Hyde Park,60601
RIDE101673,2023-06-04,2023-06-04 00:52:00,52.0,Station C,Station B,casual,Uptown,60614
RIDE101674,2023-04-19,2023-04-19 01:04:00,64.0,Station B,Station C,member,Hyde Park,60615
RIDE101675,2023-03-12,2023-03-12 01:34:00,94.0,Station D,Station D,member,Lincoln Park,60601
RIDE101676,2023-05-11,2023-05-11 01:46:00,106.0,Station D,Station B,casual,Wicker Park,60614
RIDE101677,2023-05-29,2023-05-29 00:09:00,9.0,Station B,Station D,member,Wicker Park,60622
RIDE101678,2023-06-17,2023-06-17 00:47:00,47.0,Station D,Station C,casual,Downtown,60615
RIDE101679,2023-03-03,2023-03-03 00:15:00,15.0,Station D,Station C,casual,Hyde Park,60622
RIDE101680,2023-01-04,2023-01-04 01:52:00,112.0,Station E,Station B,casual,Wicker Park,60615
RIDE101681,2023-09-12,2023-09-12 01:41:00,101.0,Station A,Station C,casual,Downtown,60640
RIDE101682,2023-08-09,2023-08-09 00:23:00,23.0,Station C,Station C,casual,Uptown,60615
RIDE101683,2023-03-31,2023-03-31 00:12:00,12.0,Station B,Station E,member,Downtown,60614
RIDE101684,2023-03-08,2023-03-08 00:39:00,39.0,Station E,Station A,member,Hyde Park,60615
RIDE101685,2023-07-14,2023-07-14 01:44:00,104.0,Station B,Station B,casual,Hyde Park,60622
RIDE101686,2023-09-30,2023-09-30 00:55:00,55.0,Station C,Station A,member,Hyde Park,60640
RIDE101687,2023-12-27,2023-12-27 00:14:00,14.0,Station A,Station D,member,Wicker Park,60640
RIDE101688,2023-04-28,2023-04-28 01:14:00,74.0,Station D,Station D,member,Wicker Park,60615
RIDE101689,2023-09-14,2023-09-14 01:05:00,65.0,Station C,Station D,casual,Lincoln Park,60615
RIDE101690,2023-10-14,2023-10-14 00:28:00,28.0,Station C,Station D,member,Uptown,60622
